date,latitude,longitude,region
2025-06-01,11.228600976804731,89.50496449303515,India
2025-06-01,15.10186376030081,72.04659992722917,India
2025-06-01,10.972360108973717,89.4793645953626,India
2025-06-01,23.815629478702142,85.12428286102215,India
2025-06-01,8.921697704971724,70.71716195598619,India
2025-06-01,14.747165908331448,85.45854314244943,India
2025-06-01,24.276106825219777,88.7645687747497,India
2025-06-01,28.338424234116843,80.16607480788811,India
2025-06-01,21.027062342231755,76.06753053868923,India
2025-06-01,33.20970930299508,90.00541364676326,India
2025-06-01,12.630120174929814,80.25581754645157,India
2025-06-01,16.058268908477615,74.24409910112007,India
2025-06-01,30.141329741189193,70.9640980190756,India
2025-06-01,19.017891718482783,78.41040203405423,India
2025-06-01,17.97471595189016,75.67110514943838,India
2025-06-01,9.260062844769818,81.32332151048344,India
2025-06-01,11.619958722743071,94.74656578881664,India
2025-06-01,10.285205744275288,76.50217016080569,India
2025-06-01,26.230554185338857,93.6781006901674,India
2025-06-01,18.487415758842317,73.57636911744314,India
2025-06-01,10.017099315888487,87.1766362384636,India
2025-06-01,30.418981882872064,96.57142409916197,India
2025-06-01,32.804213909439255,93.12802633590282,India
2025-06-01,19.02366052613582,81.14889876868463,India
2025-06-01,32.18920237258176,72.71696881752646,India
2025-06-01,18.302850306598124,87.43508005695311,India
2025-06-01,28.35278909029799,87.82288230056335,India
2025-06-01,10.0706727777779,86.41437035771474,India
2025-06-01,23.490056433861533,75.09951682939136,India
2025-06-01,21.405546143682358,75.82848697674406,India
2025-06-01,34.836344209015316,87.95669679456608,India
2025-06-01,14.3688400451378,77.40419929804433,India
2025-06-01,30.281093750178794,69.62220047892923,India
2025-06-01,31.832275226197442,91.34632822236522,India
2025-06-01,19.63377882364754,69.91946955113487,India
2025-06-01,34.480947601380805,84.44822149287657,India
2025-06-01,28.819513850850303,74.16616977757008,India
2025-06-01,22.47770652527604,93.65581146271437,India
2025-06-01,26.642704235812303,72.14327612281981,India
2025-06-01,12.049279266239683,89.60468048065658,India
2025-06-01,23.630341400351423,89.66340053791548,India
2025-06-01,20.42458099154281,84.92245482342403,India
2025-06-01,18.497896867694717,96.92244756168567,India
2025-06-01,12.01162060183482,82.3119592117993,India
2025-06-01,29.917682568478394,92.97198438033331,India
2025-06-01,12.432398261099571,72.63947804995105,India
2025-06-01,27.733955191393484,85.29586189122725,India
2025-06-01,19.1582520385605,85.28076442247271,India
2025-06-01,21.57344674575564,75.29100947947258,India
2025-06-01,24.043550990243336,95.33049498001449,India
2025-06-01,27.728218897439035,71.32200054652691,India
2025-06-01,33.658865053744165,89.77545618815668,India
2025-06-01,30.289363247065932,77.8650887179003,India
2025-06-01,16.51150373077536,72.58657487599542,India
2025-06-01,8.094114166950149,88.94066977798741,India
2025-06-01,28.8707393976918,96.18475486723332,India
2025-06-01,30.096903772509876,82.72276856352543,India
2025-06-01,11.085913861133445,86.13370561342612,India
2025-06-01,32.40841109700155,82.72222357735139,India
2025-06-01,13.768421951177258,78.84350172514328,India
2025-06-01,12.68492203684145,95.65149268195158,India
2025-06-01,34.75058833792997,94.63631133747536,India
2025-06-01,25.36939294934664,82.16956553283948,India
2025-06-01,11.244164034305957,78.52644224824706,India
2025-06-01,36.57431998937055,91.39646933911673,India
2025-06-01,14.944116999803706,74.98527618096976,India
2025-06-01,24.45335136697839,70.28395440044962,India
2025-06-01,29.225320250494203,91.66467434918258,India
2025-06-01,36.36155031664269,83.44847891635595,India
2025-06-01,11.647054834092799,87.13277385967365,India
2025-06-01,35.45861171144473,72.7886818102497,India
2025-06-01,23.302539835129366,85.59122360699624,India
2025-06-01,35.9665242742162,94.93849129706312,India
2025-06-01,29.90269070243836,88.00616133088903,India
2025-06-01,28.675520211754534,79.57077669992545,India
2025-06-01,27.47892182951021,78.82919457334953,India
2025-06-01,34.08880845464542,81.09309810034276,India
2025-06-01,15.18926279631423,69.856750993464,India
2025-06-01,8.609993540204707,84.06372415030991,India
2025-06-01,25.06476331790018,68.20853433056772,India
2025-06-01,28.52738744990517,69.70733923941337,India
2025-06-01,9.954609515198918,68.91097578353752,India
2025-06-01,17.582426183334462,82.91052747444908,India
2025-06-01,16.075840654971863,82.07702047536424,India
2025-06-01,23.637784010447884,88.97722441054816,India
2025-06-01,33.58910917908139,84.71013784190609,India
2025-06-01,15.046920029476011,81.71621534539321,India
2025-06-01,19.804738883092163,70.73544809826458,India
2025-06-01,27.110499735925227,78.27462943109705,India
2025-06-01,19.921966005442403,93.0512657027185,India
2025-06-01,9.570964429732944,86.95020915970795,India
2025-06-01,26.739212787554546,69.7577675482334,India
2025-06-01,29.1181940647943,91.21718281498926,India
2025-06-01,11.168801935099316,73.55611209210797,India
2025-06-01,23.552286863399985,72.06528661574846,India
2025-06-01,13.321153037829765,81.41621398362805,India
2025-06-01,33.36009266804682,70.1861617628544,India
2025-06-01,31.432645097219375,92.82303988158282,India
2025-06-01,10.83935311784641,86.91220192595713,India
2025-06-01,23.677050204908845,68.42797783837386,India
2025-06-01,10.704620509331242,89.85339961657058,India
2025-06-01,14.855005225710734,79.78600768062168,India
2025-06-01,21.959394121160145,93.07486142687625,India
2025-06-01,34.17084309980591,72.77447652064428,India
2025-06-01,8.062505972191367,79.32223097004658,India
2025-06-01,34.86902413322066,90.76875134702952,India
2025-06-01,16.272227639460688,88.20115360440471,India
2025-06-01,29.184654205048513,90.71748432604433,India
2025-06-01,27.19426804657161,82.11347093797555,India
2025-06-01,13.507038150761478,74.31332605401107,India
2025-06-01,9.696015468211684,89.33637818488226,India
2025-06-01,9.767769572818958,77.09453948332215,India
2025-06-01,9.454127780654654,81.82686699615911,India
2025-06-01,34.66222679413018,83.40265792284569,India
2025-06-01,9.649507812131851,82.72702641280914,India
